key,en,fr,es,de,ru,nl,ja,zh,pt-BR
spec_smoothing,Head Motion Smoothing:,Lissage des Mouvements de tête,Suavizado del Movimiento de la Cabeza:,Kopfbewegungsglättung:,Head Motion Smoothing:,Head Motion Smoothing:,視点ぶれ補正,头部运动平滑:,Chefe Movimento Smoothing:
spec_third,Third Person View,Vue à la troisième personne,Vista Tercera Persona,Blick aus der dritten Person,Вид от третьего лица,Third Person View,三人称視点,第三人称视角,Visão em terceira pessoa
spec_tilt,Reduce tilting,réduire l'inclinaison,Reducir la inclinación,reduzieren Sie Kippen,Уменьшение наклона,verminderen kantelen,傾き低減,减少倾斜,reduzir a inclinação
spec_timer,Show Game Timer,Afficher le Chronomètre,Mostrar Temporizador,Show Game Timer,Показать Таймер игры,Show Game Timer,タイマー表示,显示游戏计时器,Mostrar relógio do jogo
stage,Stage,Niveau,Nivel,Bühne,стадия,Stadium,ステージ選択,关卡,Palco
stage_admin,Administration,Administration,Administración,Verwaltung,администрация,Administratie,Administration,管理,Administração
stage_breakdown,Breakdown,Breakdown,Ruptura,Nervenzusammenbruch,Сломать,Afbreken,Breakdown,故障,Demolir
stage_contain,Containment,Confinement,Contención,Eindämmung,политика сдерживания,containment,Containment,控制,Contenção
stage_decomp,Decompression,Décompression,Descompresión,Dekompression,декомпрессия,Decompressie,Decompression,解压,descompressão
stage_epilogue,Epilogue,Épilogue,Epílogo,Epilog,эпилог,Nawoord,Epilogue,结束语,Epílogo
stage_exo,Exobiology,Exobiologie,Exobiología,Exobiology,Экзобиология,exobiologie,Exobiology,外空生物学,exobiologia
stage_frank,Frank,Frank,Frank,Frank,Фрэнк,openhartig,Frank,弗兰克,franco
stage_hangar,Hangar,Hangar,Hangar,Halle,Ангар,Hangar,Hangar,飞机库,Hangar
stage_infest,Infestation,Infestation,Infestación,Befall,Заражение,plaag,Infestation,侵扰,Infestação
stage_maze,Toxic Maze,Labyrinthe Toxique,Laberinto Tóxico,Toxic Maze,Токсичные Maze,Toxic Maze,Toxic Maze,毒迷宫,Toxic Maze
stage_origins,Origins,Origines,Orígenes,Ursprünge,происхождения,Origins,Origins,起源,origens
stage_pits,P.I.T.S.,P.I.T.S.,P.I.T.S.,P.I.T.S.,P.I.T.S.,P.I.T.S.,P.I.T.S.,P.I.T.S.,P.I.T.S.
stage_prologue,Prologue,Prologue,Prólogo,Prolog,пролог,Proloog,Prologue,序言,Prólogo
stage_rec,Recreation Dome,Dôme de Loisirs,Cúpula de Recreación,Freizeit Dome,отдых Купол,recreatie Dome,Recreation Dome,娱乐穹顶,recreação Dome
stage_residential,Residential,Résidentiel,Residencial,Wohn,Жилой,woon-,Residential,居住,residencial
stage_richard,Richard's Demise,Decès de Richard,La Muerte de Richard,Richards Demise,Кончина Ричарда,Richard's Demise,Richard's Demise,理查德的灭亡,Demise de Richard
stage_surface,Surface,Surface,Superficie,Oberfläche,поверхность,Oppervlakte,Surface,表面,Superfície
surprised_backup_caption_00,Code 8. Backup requested.,Code 8. j'ai besoin de renfort.,Código 8. Copia de seguridad solicitada.,Code 8. Sicherung angefordert.,Код 8. Резервное копирование по запросу.,Code 8. Backup aangevraagd.,コード8。バックアップを頼む。,代号8。请求支援。,Código 8. backup solicitado.
surprised_double_caption_00,Code 8! Code 8.,Code 8! Code 8.,¡Código 8! Código 8.,Code 8! Code 8.,Код 8! Код 8.,Code 8! Code 8.,コード8！ コード8。,代号8！代号8。,Código 8! Código 8.
surprised_shit_caption_00,"Shit, code 8.","Merde, Code 8.","Mierda, código 8.","Scheiße, Code 8.","Дерьмо, код 8.","Shit, code 8.",クソ、コード8だ。,糟糕，代号8。,"Merda, código de 8."
surprised_snuck_caption_00,"Code 8, snuck up on me.","Code 8, on m'a surpris.","Código 8, me sorprendió.","8-Code, schlich auf mich.","Код 8, крался на меня.","Code 8, beslopen me.",コード8、奇襲を受けた。,代号8，偷偷跟着我。,"Código 8, esgueirou-se em mim."
taunt_deserveit_caption_00,"I'm killing you because it's my job, but also because you deserve to die.","Je te tue parce-que c'est mon taf, mais aussi parce-que tu mérites de mourir.","Te estoy matando porque es mi trabajo, pero también porque mereces morir.","Ich töte dich, weil es meine Aufgabe ist, sondern auch, weil Sie verdienen zu sterben.","Я убью тебя, потому что это моя работа, но и потому, что вы достойны смерти.","Ik zeg het je te doden, want het is mijn werk, maar ook omdat je verdient te sterven.",義務でやってるんじゃない、お前を殺すのは当然のことだ。,我杀你因为这是我的工作，也因为你该死。,"Eu estou matando-o, porque é meu trabalho, mas também porque você merece morrer."
taunt_die_caption_00,"Die, alien!","Meurs, alien!","¡Muere, alienígena!","Die, Alien!","Die, инопланетянин!","Die, vreemd!",死ね、エイリアン！,去死吧，外星人！,"Morrer, estrangeiro!"
taunt_endoftheline_caption_00,"End of the line, alien!","c'est la fin, alien!","¡Fin de la línea, alienígena!","Ende der Leitung, alien!","Конец линии, инопланетянин!","Einde van de lijn, vreemd!",エイリアンめ、これで終わりだ！,结束了，外星人！,"End of the Line, alienígena!"
taunt_feardeath_caption_00,"Robots don't fear death, do you?","Les robots be craignent pas la mort, et toi?","Los robots no le temen a la muerte, ¿verdad?","Roboter haben keine Angst vor dem Tod, nicht wahr?","Роботы не боятся смерти, не так ли?","Robots niet bang voor de dood, of wel?",ロボットは死を恐れないが、お前はどうかな？,机器人不怕死，是吗？,"Robôs não temer a morte, não é?"
taunt_flesh_caption_00,"Die, flesh!","Meurs, sac de viande!","¡Muere, carne!","Die, Fleisch!","Die, плоть!","Die, vlees!",死ね、皮付きめ！,去死吧！,"Die, carne!"
taunt_getrekt_caption_00,"Get rekt, kiddo.",T'es claqué au sol gamin.,"Vete al demonio, chico.","Holen rekt, Kindchen.","Получить rekt, детка.","Get rekt, kiddo.",蜂の巣にしてやる。,毁灭吧，孩子。,"Obter rekt, garoto."
taunt_giveup_caption_00,Give up! You can't kill us all.,Abandonne! Tu ne nous tuera jamais tous.,¡Ríndete! No puedes matarnos a todos.,Gib auf! Sie können nicht uns alle töten.,Сдаться! Вы не можете убить всех нас.,Geef op! U kunt ons niet allemaal doden.,諦めろ！ お前に殺されはしないぞ。,放弃吧！你杀不了我们。,Desistir! Você não pode matar todos nós.
taunt_gohome_caption_00,Go back to your own universe.,Retourne dans ton univers.,Vuelve a tu propio universo.,Gehen Sie zu Ihrem eigenen Universum zurück.,Возвращайтесь к своей собственной вселенной.,Ga terug naar je eigen universum.,自分の宇宙に帰るんだな。,回到你自己的世界。,Volte para o seu próprio universo.
taunt_incinerate_caption_00,"I’m gonna kill you, incinerate your bones, and turn them into a carbon fiber chassis for myself.","Je vais te tuer, incinérer tes os et les transformer pour m'en faire un châssis en fibre de carbone.","Voy a matarte, a incinerar tus huesos y a convertirlos en un chasis de fibra de carbono para mí mismo.","Ich werde dich töten, verbrennt die Knochen, und sie in eine Kohlefaser-Chassis für mich.","Я убью тебя, поджигайте кости, и превратить их в карбоновым шасси для себя.","Ik ga je vermoorden, verbranden je botten, en zet ze in een koolstofvezel chassis voor mezelf.",お前の骨でカーボンファイバーを作ってやるよ。,我要杀了你，烧了你的骨头，然后把它们做成碳纤维底盘。,"Eu vou te matar, incinerar os ossos, e transformá-los em um chassi de fibra de carbono para mim."
taunt_inferior_caption_00,"Die, inferior being!","Meurs, être inférieur!","¡Muere, ser inferior!","Die, minderwertige Wesen!","Победить, неполноценный человек!","Die, minderwaardig wezen!",死ね、劣等種！,去死吧，低等生物！,"Die, ser inferior!"
taunt_meat_caption_00,"Die, meat puppet.",Meurs bouffon de viande.,"Muere, marioneta de carne.","Die, Fleisch Marionette.","Победить, мясо кукольный.","Die, vlees marionet.",死ねよ、この肉野郎。,去死吧，傀儡。,"Die, fantoche de carne."
taunt_scum_caption_00,Alien scum.,racaille extraterrestre.,Escoria alienígena.,Alien-Abschaum.,Чужеродная накипь.,Buitenaardse gespuis.,くそったれエイリアンめ。,外星渣滓。,escumalha alienígena.
taunt_welcome_caption_00,Welcome to our world.,Bienvenue dans notre monde.,Bienvenido a nuestro mundo.,Willkommen in unserer Welt.,Добро пожаловать в наш мир.,Welkom in onze wereld.,自分の宇宙へ帰んな。,欢迎来到我们的世界。,Bem vindo ao nosso mundo.
transit_offline,<b>ALERT:</b> TRANSIT SYSTEM IS OFFLINE.,"<b>ALERTE:</b> Le système de transite est hors ligne.
",<b>ALERTA:</b> EL SISTEMA DE TRÁNSITO ESTÁ SIN CONEXIÓN.,<B> ALERT: </ b> TRANSIT SYSTEM ist offline.,<Б> ALERT: </ b> транзитная система находится в автономном режиме.,<B> ALERT: </ b> TRANSIT SYSTEM offline is.,<b>警告: </b>輸送システムはオフラインです。,<b>警报:</b>运输系统断开。,<B> ALERTA: </ b> TRÂNSITO sistema estiver offline.
transit_protocol,"As per post-evac protocol, human infrastructure is in power saving mode indefinitely.","Dû au protocole post-évacuation, les infrastructures humaines sont en mode d'économie d'énergie indéfiniment.","Según el protocolo post-evacuación, la infraestructura humana está en modo de ahorro de energía de forma indefinida.","Per Post-EVAC-Protokoll, ist die menschliche Infrastruktur im Energiesparmodus auf unbestimmte Zeit.","В соответствии с протоколом пост-EVAC, человек инфраструктура находится в режиме экономии электроэнергии на неопределенный срок.",Per post-evacuatie protocol menselijke infrastructuur in energiebesparende modus oneindig.,避難後プロトコルに従い、人間用インフラストラクチャーは無期限のパワーセーブモードに入っています。,根据撤离后协议，人类基础设施无限期地处于省电模式。,"Conforme protocolo pós-evac, infra-estrutura humana está no modo de economia de energia indefinidamente."
transit_restore,RESTORE POWER,RALLUMER,RESTAURAR LA ENERGÍA,RESTORE ENERGIE,ВОССТАНОВЛЕНИЕ ВЛАСТИ,RESTORE POWER,電源を回復,恢复电力,restaurar o poder
upgrade,Shot Speed I,Vitesse de Tir I,Velocidad de disparo I,Schrotgröße Geschwindigkeit I,Выстрел Скорость I,Shot Speed ​​I,射撃速度 I,射速 I,Tiro velocidade I
upgrade_Damage_Up_I,Damage Up I,Augmentation des Dégats I,Más Daño I,Schaden bis I,Повреждение Up I,Schade Up I,ダメージ上昇 I,伤害提升 I,Danificar Up I
upgrade_Damage_Up_II,Damage Up II,Augmentation des Dégats II,Más Daño II,Schaden bis II,Повреждение Up II,Schade tot II,ダメージ上昇 II,伤害提升 II,Danificar Up II
upgrade_Damage_Up_III,Damage Up III,Augmentation des Dégats III,Más Daño III,Schaden bis III,Повреждение Up III,Schade tot III,ダメージ上昇 III,伤害提升 III,Danificar Up III
upgrade_Explosive,Explosive,Balles explosives,Explosivo,explosiv,Взрывной,ontplofbaar,炸裂弾,炸药,Explosivo
